"X","Name","Artist","RiaaStatus","Label"
2388,"Who i Am Hates Who I've Been","Relient k","Gold","Gotee Records"
2389,"Have a Nice Day","Bon Jovi","Gold","Island"
2390,"Who You'd be Today","Kenny Chesney","Gold","Bna Records Label"
2391,"Right Here","Staind","Gold","Atlantic"
2392,"Shake it Off","Mariah Carey","Gold","Mercury"
2393,"Get Stoned","Hinder","Gold","Universal Records"
2394,"your Body","Pretty Ricky","Gold","Atlantic"
2395,"Do you Want to","Franz Ferdinand","Gold","Epic/Domino"
2396,"Soul Meets Body","Death Cab for Cutie","Gold","Atlantic"
2397,"Whiskey Girl","Toby Keith","Gold","Dreamworks Nashville"
2398,"Since u Been Gone","Kelly Clarkson","1x Platinum","Rca Records"
2399,"Hypnotize","System of a Down","Gold","Columbia"
2400,"more than Words","Frankie j","Gold","Columbia"
2401,"Follow Through","Gavin Degraw","Gold","j Records"
2402,"I'm a Hustla","Cassidy","Gold","j Records"
2403,"Pretty Vegas","Inxs","Gold","Epic"
2404,"Don't Bother","Shakira","Gold","Epic"
2405,"Ride Wit Me","Nelly","Gold","Universal Records"
2406,"Check on it","Beyonce","Gold","Columbia"
2407,"Come a Little Closer","Dierks Bentley","Gold","Capitol Nashville"
2408,"Forever and for Always","Shania Twain","Gold","Mercury Nashville"
2409,"Fix you","Coldplay","Gold","Capitol"
2410,"all i Want for Christmas is you","Mariah Carey","Gold","Columbia"
2411,"Stars","Switchfoot","Gold","Columbia"
2412,"Come Clean","Hilary Duff","Gold","Hollywood"
2413,"The Anthem","Good Charlotte","Gold","Epic"
2414,"Bananza (Belly Dancer)","Akon","Gold","Universal Records"
2415,"Away from the Sun","3 Doors Down","Gold","Universal Records"
2416,"Like a Stone","Audioslave","Gold","Epic"
2417,"Axel f","Crazy Frog","Gold","Universal Records"
2418,"Slow Down","Bobby Valentino","Gold","Def Jam"
2419,"Country Grammar (Hot…)","Nelly","Gold","Universal Records"
2420,"Champagne Supernova","Oasis","Gold","Epic"
2421,"Play","David Banner","Gold","Universal Records"
2422,"Stay Fly","Three 6 Mafia","Gold","Columbia"
2423,"Switch","will Smith","Gold","Interscope"
2424,"Suds in the Bucket","Sara Evans","Gold","Rca Nashville"
2425,"Inside your Heaven","Carrie Underwood","Gold","Rca"
2426,"In My Daughter's Eyes","Martina Mcbride","Gold","Rca Nashville"
2427,"this One's for the Girls","Martina Mcbride","Gold","Rca Nashville"
2428,"How you Remind Me","Nickelback","Gold","Roadrunner"
2429,"Dance with My Father","Luther Vandross","Gold","j Records"
2430,"Figured you Out","Nickelback","Gold","Roadrunner"
2431,"Wonderwall","Oasis","Gold","Epic"
2432,"Grind with Me","Pretty Ricky","Gold","Atlantic"
2433,"Just the Girl","The Click Five","Gold","Lava"
2434,"this is How a Heart Breaks","Rob Thomas","Gold","Atlantic"
2435,"Gone","Montgomery Gentry","Gold","Columbia Nashville"
2436,"i Just Wanna Live","Good Charlotte","Gold","Epic"
2437,"These Boots are Made for Walkin'","Jessica Simpson","Gold","Columbia"
2438,"Calling all Angels","Train","Gold","Columbia"
2439,"Take My Breath Away","Jessica Simpson","Gold","Columbia"
2440,"Drops of Jupiter","Train","Gold","Columbia"
2441,"Superman (It's not Easy)","Five for Fighting","Gold","Aware/Columbia"
2442,"Let Me Hold you","Bow Wow","Gold","Columbia"
2443,"La Tortura","Shakira","Gold","Epic"
2444,"Ordinary People","John Legend","Gold","Columbia"
2445,"Baby Boy","Beyonce","Gold","Columbia"
2446,"Something more","Sugarland","Gold","Mercury Nashville"
2447,"Wake Up","Hilary Duff","Gold","Hollywood"
2448,"Overnight Celebrity","Twista","Gold","Atlantic"
2449,"Fast Cars and Freedom","Rascal Flatts","Gold","Lyric Street"
2450,"Crazy Train","Ozzy Osbourne","Gold","Epic"
2451,"B.y.o.b.","System of a Down","Gold","Columbia"
2452,"Breathe (2 Am)","Anna Nalick","Gold","Columbia"
2453,"Baby, I'm Back","Baby Bash","Gold","Universal Records"
2454,"Be My Escape","Relient k","Gold","Gotee Records"
2455,"American Baby","Dave Matthews Band","Gold","Rca Records"
2456,"Karma","Alicia Keys","Gold","j Records"
2457,"These Words","Natasha Bedingfield","Gold","Epic"
2458,"Collide","Howie Day","Gold","Epic"
2459,"Goin' Crazy","Natalie","Gold","Universal Records"
2460,"Can't Get you Out of My Head","Kylie Minogue","Gold","Capitol"
2461,"Nothin' to Lose","Josh Gracin","Gold","Lyric Street"
2462,"Days Go by","Keith Urban","Gold","Capitol Nashville"
2463,"Making Memories of Us","Keith Urban","Gold","Capitol Nashville"
2464,"Inside your Heaven","Bo Bice","Gold","Rca"
2465,"Chariot","Gavin Degraw","Gold","j Records"
2466,"Balla Baby","Chingy","Gold","Capitol"
2467,"Holidae in","Chingy","Gold","Capitol"
2468,"Only One","Yellowcard","Gold","Capitol"
2469,"Why Can't i","Liz Phair","Gold","Capitol"
2470,"Speed of Sound","Coldplay","Gold","Capitol"
2471,"Yellow","Coldplay","Gold","Capitol"
2472,"The Scientist","Coldplay","Gold","Capitol"
2473,"Let Me Go","3 Doors Down","Gold","Universal Records"
2474,"Welcome to the Jungle","Guns N' Roses","Gold","Geffen"
2475,"Breathe, Stretch, Shake","Mase","Gold","Bad Boy  /  Universal"
2476,"Incomplete","Backstreet Boys","Gold","Jive"
2477,"Almost","Bowling for Soup","Gold","Jive"
2478,"Give a Little Bit","Goo Goo Dolls","Gold","Warner Bros."
2479,"What Was i Thinkin'","Dierks Bentley","Gold","Capitol Nashville"
2480,"Rough & Ready","Trace Adkins","Gold","Capitol Nashville"
2481,"some Beach","Blake Shelton","Gold","Warner Bros. Nashville"
2482,"Somebody Like you","Keith Urban","Gold","Capitol Nashville"
2483,"Scars","Papa Roach","Gold","Geffen"
2484,"Signs","Snoop Dogg","Gold","Geffen"
2485,"Don't Phunk with My Heart","The Black Eyed Peas","Gold","A&m"
2486,"Soak Up the Sun","Sheryl Crow","Gold","Interscope"
2487,"Hate it or Love it","50 Cent","Gold","Interscope"
2488,"Hate it or Love it","The Game","Gold","Interscope"
2489,"i Love this Bar","Toby Keith","Gold","Dreamworks Nashville"
2490,"Beverly Hills","Weezer","Gold","Geffen"
2491,"Sitting, Waiting, Wishing","Jack Johnson","Gold","Universal Records"
2492,"Number One Spot","Ludacris","Gold","Def Jam"
2493,"Baby Girl","Sugarland","Gold","Mercury Nashville"
2494,"It's Like that","Mariah Carey","Gold","Island Records"
2495,"Mr. Mom","Lonestar","Gold","Bna Records Label"
2496,"Go Dj","Lil Wayne","Gold","Universal Records"
2497,"Welcome Back","Mase","Gold","Bad Boy  /  Universal"
2498,"Smells Like Teen Spirit","Nirvana","Gold","Geffen"
2499,"Beautiful Day","U2","Gold","Interscope"
2500,"you and Me","Lifehouse","Gold","Geffen"
2501,"Suga Suga","Baby Bash","Gold","Universal Records"
2502,"when I'm Gone","3 Doors Down","Gold","Universal Records"
2503,"On Fire","Lloyd Banks","Gold","Interscope"
2504,"Shut Up","The Black Eyed Peas","Gold","A&m"
2505,"Party for Two","Shania Twain","Gold","Mercury Nashville"
2506,"Pain","Jimmy Eat World","Gold","Geffen"
2507,"Tilt Ya Head Back","Nelly","Gold","Universal Records"
2508,"Wonderful","Ja Rule","Gold","Def Jam"
2509,"Saturday Night","Aaron Carter","Gold","Trans Continental Records"
2510,"Obsession","Frankie j","Gold","Columbia"
2511,"Here for the Party","Gretchen Wilson","Gold","Epic Nashville"
2512,"Heaven","Los Lonely Boys","Gold","Epic"
2513,"Look What You've Done","Jet","Gold","Elektra"
2514,"La La","Ashlee Simpson","Gold","Geffen"
2515,"Only u","Ashanti","Gold","Def Jam"
2516,"Candy Shop","50 Cent","Gold","Interscope"
2517,"Rich Girl","Gwen Stefani","Gold","Interscope"
2518,"True","Ryan Cabrera","Gold","Atlantic"
2519,"You'll Think of Me","Keith Urban","Gold","Capitol Nashville"
2520,"It's Five O'clock Somewhere","Alan Jackson","Gold","Arista Nashville"
2521,"Drop it Like It's Hot","Snoop Dogg","Gold","Geffen"
2522,"Disco Inferno","50 Cent","Gold","Interscope"
2523,"What you Waiting For?","Gwen Stefani","Gold","Interscope"
2524,"American Idiot","Green Day","Gold","Reprise"
2525,"Welcome to My Life","Simple Plan","Gold","Lava"
2526,"Let's Go","Trick Daddy","Gold","Slip n Slide  /  Atlantic"
2527,"On the Way Down","Ryan Cabrera","Gold","Atlantic"
2528,"Breakaway","Kelly Clarkson","Gold","Rca Records"
2529,"Rock your Body","Justin Timberlake","Gold","Jive"
2530,"Let Me Love you","Mario","Gold","j Records"
2531,"Remember when","Alan Jackson","Gold","Arista Nashville"
2532,"Behind Blue Eyes/all that Easy","Limp Bizkit","Gold","Interscope"
2533,"Accidentally in Love","Counting Crows","Gold","Interscope"
2534,"Lady","Lenny Kravitz","Gold","Virgin"
2535,"Vertigo","U2","Gold","Interscope"
2536,"Dip it Low","Christina Milian","Gold","Island"
2537,"i Don't Wanna be","Gavin Degraw","Gold","j Records"
2538,"i Like that","Houston","Gold","Capitol"
2539,"My Happy Ending","Avril Lavigne","Gold","Rca Records"
2540,"Everytime","Britney Spears","Gold","Jive"
2541,"Take Me Out","Franz Ferdinand","Gold","Epic"
2542,"Float on","Modest Mouse","Gold","Epic"
2543,"One Call Away","Chingy","Gold","Capitol"
2544,"Redneck Woman","Gretchen Wilson","Gold","Epic Nashville"
2545,"Ch-Check it Out","Beastie Boys","Gold","Capitol"
2546,"Hey Mama","The Black Eyed Peas","Gold","A&m"
2547,"Someday","Nickelback","Gold","Roadrunner"
2548,"Pieces of Me","Ashlee Simpson","Gold","Geffen"
2549,"The Reason","Hoobastank","Gold","Island Records"
2550,"Naughty Girl","Beyonce","Gold","Columbia"
2551,"Clocks","Coldplay","Gold","Capitol"
2552,"With you","Jessica Simpson","Gold","Columbia"
2553,"Sunrise","Norah Jones","Gold","Blue Note"
2554,"Stacy's Mom","Fountains of Wayne","Gold","s-Curve Records"
2555,"Meant to Live","Switchfoot","Gold","Columbia"
2556,"i Want you (Esmoove Remix)","Janet Jackson","1x Platinum","Lidrock"
2557,"Flying without Wings","Ruben Studdard","Gold","Rca Records"
2558,"Bridge over Troubled Water","Clay Aiken","1x Platinum","Rca Records"
2559,"Before your Love / a Moment Like this","Kelly Clarkson","Gold","Rca"
2560,"i Hope you Dance","Lee Ann Womack","1x Platinum","Mca Special Markets & Products"
2561,"If i Could Turn Back the Hands of Time","r Kelly","Gold","Jive"
2562,"Can't Fight the Moonlight","Leann Rimes","Gold","Curb"
2563,"Loverboy","Mariah Carey","Gold","Virgin Records"
2564,"La Bomba","Azul Azul","1x Platinum","Sony Discos"
2565,"Don't Tell Me","Madonna","Gold","Maverick"
2566,"Stutter","Joe","Gold","Jive"
2567,"Stronger","Britney Spears","Gold","Jive"
2568,"Come on over Baby","Christina Aguilera","Gold","Rca"
2569,"Music","Madonna","1x Platinum","Maverick"
2570,"Aaron's Party (Come Get it)","Aaron Carter","Gold","Jive"
2571,"Incomplete","Sisqo","1x Platinum","Island/Def Jam"
2572,"Doesn't Really Matter","Janet Jackson","Gold","Island/Def Jam"
2573,"Breathe","Faith Hill","Gold","Warner Bros."
2574,"Bent","Matchbox Twenty","Gold","Atlantic"
2575,"Mirror Mirror","M2m","Gold","Atlantic"
2576,"Swear it Again","Westlife","Gold","Arista"
2577,"He Wasn't Man Enough","Toni Braxton","Gold","Laface"
2578,"Goodbye Earl","Dixie Chicks","Gold","Monument"
2579,"Maria, Maria","Santana","1x Platinum","Arista"
2580,"From the Bottom of My Broken Heart","Britney Spears","1x Platinum","Jive"
2581,"There you Go","P!nk","Gold","Laface"
2582,"i Like it","Sammie","Gold","Freeworld"
2583,"What a Girl Wants","Christina Aguilera","Gold","Rca"
2584,"Thank God i Found you","Mariah Carey","Gold","Columbia"
2585,"Hot Boyz","Missy Elliott","1x Platinum","Elektra"
2586,"He Can't Love u","Jagged Edge","Gold","Columbia"
2587,"i Want to Love you Forever","Jessica Simpson","1x Platinum","Columbia"
2588,"u Know What's Up","Donell Jones","Gold","Laface"
2589,"My Love is your Love","Whitney Houston","1x Platinum","Arista"
2590,"Girl on Tv","Lfo","Gold","Arista"
2591,"Don't Say you Love Me","M2m","Gold","Atlantic"
2592,"Get Gone","Ideal","Gold","Virgin"
2593,"Smooth","Santana","1x Platinum","Arista"
2594,"Candy","Mandy Moore","Gold","550 Music/Epic"
2595,"We Can't be Friends","Deborah Cox","Gold","Arista"
2596,"Heartbreaker","Mariah Carey","Gold","Columbia"
2597,"i Need to Know","Marc Anthony","Gold","Columbia"
2598,"She's all i Ever Had","Ricky Martin","Gold","C2/Columbia"
2599,"i Want it all","Warren g","Gold","Restless/g-Funk"
2600,"Unpretty","Tlc","Gold","Laface"
