,Name,Artist,Features,Streams,Week
13906,Splashin,Rich The Kid,,2071573,2019-05-10
13907,Keanu Reeves,Logic,,2062093,2019-05-10
13908,Cool,Jonas Brothers,,2061986,2019-05-10
13909,CHopstix ,ScHoolboy Q,Travis Scott,2053096,2019-05-10
13910,idontwannabeyouanymore,Billie Eilish,,2042989,2019-05-10
13911,Youngblood,5 Seconds of Summer,,2040928,2019-05-10
13912,Noticed,Lil Mosey,,2035929,2019-05-10
13913,Ric Flair Drip (& Metro Boomin),Offset,,2026700,2019-05-10
13914,Sixteen,Ellie Goulding,,2023742,2019-05-10
13915,I Like Me Better,Lauv,,2023318,2019-05-10
13916,Tequila,Dan + Shay,,2021362,2019-05-10
13917,Goin Baby,DaBaby,,2014045,2019-05-10
13918,Bohemian Rhapsody - Remastered 2011,Queen,,2008919,2019-05-10
13919,Close To Me ,"Ellie Goulding, Diplo) (feat. Swae Lee, Diplo) (feat. Swae Lee",,2001253,2019-05-10
13920,Red Room,Offset,,1996113,2019-05-10
13921,Money,Cardi B,,1994660,2019-05-10
13922,All Girls Are The Same,Juice WRLD,,1992533,2019-05-10
13923,XO TOUR Llif3,Lil Uzi Vert,,1985665,2019-05-10
13924,Meant to Be ,Bebe Rexha,Florida Georgia Line,1980905,2019-05-10
13925,Speechless,Dan + Shay,,1969834,2019-05-10
13926,God's Plan,Drake,,1962148,2019-05-10
13927,Whiskey Glasses,Morgan Wallen,,1945886,2019-05-10
13928,Die Young,Roddy Ricch,,1932112,2019-05-10
13929,Congratulations,Post Malone,,1918766,2019-05-10
13930,Nights Like This ,Kehlani,Ty Dolla $ign,1904818,2019-05-10
13931,listen before i go,Billie Eilish,,1903834,2019-05-10
13932,Numb Numb Juice,ScHoolboy Q,,1898571,2019-05-10
13933,Fuck Love ,XXXTENTACION,Trippie Redd,1887536,2019-05-10
13934,Young Dumb & Broke,Khalid,,1881836,2019-05-10
13935,bellyache,Billie Eilish,,1875267,2019-05-10
13936,Space Cadet ,Metro Boomin,Gunna,1869863,2019-05-10
13937,Location,Khalid,,1846977,2019-05-10
13938,ilomilo,Billie Eilish,,1826543,2019-05-10
13939,Pure Cocaine,Lil Baby,,1805521,2019-05-10
13940,Slime Belief,YoungBoy Never Broke Again,,1804713,2019-05-10
13941,Enzo ,"DJ Snake, Sheck Wes, feat. Offset, 21 Savage, Gucci Mane, Sheck Wes,","Offset, 21 Savage, Gucci Mane",1804575,2019-05-10
13942,The Bones,Maren Morris,,1788400,2019-05-10
13943,Hear Me Calling,Juice WRLD,,1762702,2019-05-10
13944,Fast,Juice WRLD,,1725412,2019-05-10
13945,Make Believe,Juice WRLD,,1719610,2019-05-10
13946,Feeling,Juice WRLD,,1719395,2019-05-10
13947,HUMBLE.,Kendrick Lamar,,1719391,2019-05-10
13948,changes,XXXTENTACION,,1718124,2019-05-10
13949,Look Alive ,BlocBoy JB,Drake,1717895,2019-05-10
13950,Con Calma,Daddy Yankee,,1712607,2019-05-10
13951,Mine,Bazzi,,1711148,2019-05-10
13952,The Middle,Zedd,,1708258,2019-05-10
13953,goosebumps,Travis Scott,,1692069,2019-05-10
13954,Best Part ,H.E.R.,Daniel Caesar,1690238,2019-05-10
13955,Drugs & The Internet,Lauv,,1674754,2019-05-10
13956,NASA,Ariana Grande,,1669525,2019-05-10
13957,Lost In Japan,Shawn Mendes,,1668313,2019-05-10
13958,YOSEMITE,Travis Scott,,1667646,2019-05-10
13959,HP,Maluma,,1659318,2019-05-10
13960,Get You The Moon ,Kina,Snøw,1655156,2019-05-10
13961,Startender ,A Boogie Wit da Hoodie,Offset and Tyga,1653293,2019-05-10
13962,On My Way,Alan Walker,,1646578,2019-05-10
13963,This Feeling,The Chainsmokers,,1643761,2019-05-10
13964,No Role Modelz,J. Cole,,1640091,2019-05-10
13965,Stop Snitchin,YG,,1638495,2019-05-10
13966,Taki Taki ,"DJ Snake, Selena Gomez, Ozuna, Cardi B, Selena Gomez, Ozuna, Cardi B",,1631535,2019-05-10
13967,Beautiful ,Bazzi,Camila Cabello,1631259,2019-05-10
13968,Don't Stop Me Now - Remastered,Queen,,1630818,2019-05-10
13969,Girls Like You ,Maroon 5,Cardi B,1623968,2019-05-10
13970,Nice For What,Drake,,1623227,2019-05-10
13971,Lean Wit Me,Juice WRLD,,1618915,2019-05-10
13972,Love Me Less ,MAX,Quinn XCII,1608765,2019-05-10
13973,Wow. - Remix,Post Malone,,1602824,2019-05-10
13974,Legacy ,Offset,"Travis Scott, 21 Savage",1577369,2019-05-10
13975,8,Billie Eilish,,1575117,2019-05-10
13976,Te Robaré,Nicky Jam,,1563586,2019-05-10
13977,Love Lies ,"Khalid, Normani, Normani",,1537551,2019-05-10
13978,Candy Paint,Post Malone,,1532476,2019-05-10
13979,Devil's Work,Joyner Lucas,,1522290,2019-05-10
13980,In My Feelings,Drake,,1518664,2019-05-10
13981,Calling My Spirit,Kodak Black,,1516487,2019-05-10
13982,Empty,Juice WRLD,,1506407,2019-05-10
13983,Fine China,Future,,1503223,2019-05-10
13984,Close Friends (Lil Baby & Gunna),Lil Baby,,1501894,2019-05-10
13985,Say You Won't Let Go,James Arthur,,1499658,2019-05-10
13986,Wrong,Luh Kel,,1498845,2019-05-10
13987,1-800-273-8255,Logic,,1491260,2019-05-10
13988,no tears left to cry,Ariana Grande,,1489269,2019-05-10
13989,Verte Ir,DJ Luian,,1488640,2019-05-10
13990,Secreto,Anuel AA,,1486557,2019-05-10
13991,So Am I,Ava Max,,1484563,2019-05-10
13992,Talk You Out Of It,Florida Georgia Line,,1483755,2019-05-10
13993,She Got the Best of Me,Luke Combs,,1483603,2019-05-10
13994,Thunder,Imagine Dragons,,1483128,2019-05-10
13995,Price On My Head ,NAV,The Weeknd,1477886,2019-05-10
13996,MONOPOLY ,"Ariana Grande, Victoria Monét, Victoria Monét",,1465585,2019-05-10
13997,Piece Of Your Heart,MEDUZA,,1455826,2019-05-10
13998,Hurricane,Luke Combs,,1454604,2019-05-10
13999,Nice For What,Drake,,17735489,2018-04-27
14000,KOD,J. Cole,,17261815,2018-04-27
14001,ATM,J. Cole,,14416927,2018-04-27
14002,Kevin’s Heart,J. Cole,,13841391,2018-04-27
14003,Motiv8,J. Cole,,13334518,2018-04-27
14004,Photograph,J. Cole,,12550185,2018-04-27
14005,1985 - Intro to “The Fall Off”,J. Cole,,12120827,2018-04-27
14006,God's Plan,Drake,,11817473,2018-04-27
14007,no tears left to cry,Ariana Grande,,11650452,2018-04-27
14008,Psycho ,Post Malone,Ty Dolla $ign,10240679,2018-04-27
14009,The Cut Off ,J. Cole,kiLL edward,10227732,2018-04-27
14010,I Like It,Cardi B,,10003237,2018-04-27
14011,BRACKETS,J. Cole,,9904307,2018-04-27
14012,Look Alive ,BlocBoy JB,Drake,9123318,2018-04-27
14013,Window Pain - Outro,J. Cole,,8624922,2018-04-27
14014,SAD!,XXXTENTACION,,8499423,2018-04-27
14015,FRIENDS ,J. Cole,kiLL edward,8391889,2018-04-27
14016,Call Out My Name,The Weeknd,,8317256,2018-04-27
14017,Once an Addict - Interlude,J. Cole,,8111000,2018-04-27
14018,Plug Walk,Rich The Kid,,7738396,2018-04-27
14019,Walk It Talk It,Migos,,7400016,2018-04-27
14020,Freaky Friday ,Lil Dicky,Chris Brown,7256379,2018-04-27
14021,JAPAN,Famous Dex,,6718011,2018-04-27
14022,Intro,J. Cole,,6597743,2018-04-27
14023,Love Lies ,"Khalid, Normani, Normani",,6072482,2018-04-27
14024,Be Careful,Cardi B,,6032339,2018-04-27
14025,Ric Flair Drip (& Metro Boomin),Offset,,6027210,2018-04-27
14026,OTW,Khalid,,5979674,2018-04-27
14027,Powerglide ,Rae Sremmurd,Juicy J,5831149,2018-04-27
14028,The Middle,Zedd,,5627202,2018-04-27
14029,Mine,Bazzi,,5371506,2018-04-27
14030,One Kiss ,"Calvin Harris, Dua Lipa, Dua Lipa",,5201374,2018-04-27
14031,All The Stars ,"Kendrick Lamar, SZA, SZA",,5151838,2018-04-27
14032,Moonlight,XXXTENTACION,,4907908,2018-04-27
14033,rockstar,Post Malone,,4784650,2018-04-27
14034,Playinwitme ,KYLE,Kehlani,4687955,2018-04-27
14035,King's Dead ,"Jay Rock, Kendrick Lamar, Future, James Blake, Kendrick Lamar, Future, James Blake",,4646172,2018-04-27
14036,I Fall Apart,Post Malone,,4637485,2018-04-27
14037,Esskeetit,Lil Pump,,4616499,2018-04-27
14038,Meant to Be ,Bebe Rexha,Florida Georgia Line,4600560,2018-04-27
14039,FRIENDS,Marshmello,,4544453,2018-04-27
14040,Stir Fry,Migos,,4342001,2018-04-27
14041,Chun-Li,Nicki Minaj,,4071090,2018-04-27
14042,Wake Me Up - Radio Edit,Avicii,,3949686,2018-04-27
14043,Everyday,Logic,,3743129,2018-04-27
14044,Wasted Times,The Weeknd,,3715482,2018-04-27
14045,1942,G-Eazy,,3662286,2018-04-27
14046,Delicate,Taylor Swift,,3628458,2018-04-27
14047,Nevermind,Dennis Lloyd,,3580942,2018-04-27
14048,Bartier Cardi ,Cardi B,21 Savage,3546063,2018-04-27
14049,In My Blood,Shawn Mendes,,3408927,2018-04-27
14050,Red Roses ,Lil Skies,Landon Cube,3352955,2018-04-27
14051,I Do ,Cardi B,SZA,3329871,2018-04-27
14052,Levels - Radio Edit,Avicii,,3323964,2018-04-27
14053,XO TOUR Llif3,Lil Uzi Vert,,3304389,2018-04-27
14054,PICK IT UP ,Famous Dex,A$AP Rocky,3282362,2018-04-27
14055,Familiar,Liam Payne,,3225759,2018-04-27
14056,Without You ,Avicii,Sandro Cavazza,3193289,2018-04-27
14057,Bodak Yellow,Cardi B,,3147985,2018-04-27
14058,I Wanna Know ,NOTD,Bea Miller,3137810,2018-04-27
14059,X,Nicky Jam,,3059052,2018-04-27
14060,Drip ,Cardi B,Migos,3057008,2018-04-27
14061,changes,XXXTENTACION,,3051220,2018-04-27
14062,Tequila,Dan + Shay,,3016073,2018-04-27
14063,Candy Paint,Post Malone,,2978421,2018-04-27
14064,Let Me,ZAYN,,2977944,2018-04-27
14065,Congratulations,Post Malone,,2956503,2018-04-27
14066,HUMBLE.,Kendrick Lamar,,2929794,2018-04-27
14067,Jocelyn Flores,XXXTENTACION,,2907222,2018-04-27
14068,New Freezer ,Rich The Kid,Kendrick Lamar,2863099,2018-04-27
14069,Bounce Out With That,YBN Nahmir,,2834087,2018-04-27
14070,Marry Me,Thomas Rhett,,2827129,2018-04-27
14071,Plain Jane,A$AP Ferg,,2765014,2018-04-27
14072,Pray For Me ,"The Weeknd, Kendrick Lamar, Kendrick Lamar",,2761681,2018-04-27
14073,Like I Do,David Guetta,,2761234,2018-04-27
14074,Hey Brother,Avicii,,2748564,2018-04-27
14075,LOVE. FEAT. ZACARI.,Kendrick Lamar,,2743493,2018-04-27
14076,Beautiful,Bazzi,,2742881,2018-04-27
14077,Waiting For Love,Avicii,,2736246,2018-04-27
14078,Never Be the Same,Camila Cabello,,2715247,2018-04-27
14079,lovely ,"Billie Eilish, Khalid, Khalid",,2685236,2018-04-27
14080,Nowadays ,Lil Skies,Landon Cube,2669350,2018-04-27
14081,Try Me,The Weeknd,,2668985,2018-04-27
14082,Somebody,The Chainsmokers,,2660027,2018-04-27
14083,Remind Me to Forget,Kygo,,2658732,2018-04-27
14084,Creeping ,Lil Skies,Rich the Kid,2654789,2018-04-27
14085,Ring ,Cardi B,Kehlani,2631835,2018-04-27
14086,Barbie Tingz,Nicki Minaj,,2610555,2018-04-27
14087,1950,King Princess,,2607366,2018-04-27
14088,Havana ,Camila Cabello,Young Thug,2589806,2018-04-27
14089,Bank Account,21 Savage,,2583814,2018-04-27
14090,Lonely Together ,Avicii,Rita Ora,2579922,2018-04-27
14091,Young Dumb & Broke,Khalid,,2579711,2018-04-27
14092,Say Something,Justin Timberlake,,2572776,2018-04-27
14093,goosebumps,Travis Scott,,2565351,2018-04-27
14094,Fuck Love ,XXXTENTACION,Trippie Redd,2563100,2018-04-27
14095,You Make It Easy,Jason Aldean,,2528086,2018-04-27
14096,Heaven,Kane Brown,,2525142,2018-04-27
14097,No Role Modelz,J. Cole,,2480726,2018-04-27
14098,GOTTI,6ix9ine,,2423241,2018-04-27
14099,IDGAF,Dua Lipa,,2393465,2018-04-27
14100,Guatemala ,Rae Sremmurd,Slim Jxmmi,2388758,2018-04-27
14101,CLOSE ,Rae Sremmurd,Travis Scott,2388558,2018-04-27
14102,Location,Khalid,,2368472,2018-04-27
14103,BUTTERFLY EFFECT,Travis Scott,,2366874,2018-04-27
14104,Betrayed,Lil Xan,,2353247,2018-04-27
14105,No Limit,G-Eazy,,2351003,2018-04-27
14106,Finesse - Remix; feat. Cardi B,Bruno Mars,,2332049,2018-04-27
14107,A$AP Forever,A$AP Rocky,,2329785,2018-04-27
14108,Best Life ,Cardi B,Chance The Rapper,2328200,2018-04-27
14109,Outside Today,YoungBoy Never Broke Again,,2324174,2018-04-27
14110,Pineapple ,Ty Dolla $ign,"Gucci Mane, Quavo",2303874,2018-04-27
14111,MotorSport,Migos,,2291352,2018-04-27
14112,44 More,Logic,,2243552,2018-04-27
14113,1-800-273-8255,Logic,,2231524,2018-04-27
14114,Roll In Peace ,Kodak Black,XXXTENTACION,2228104,2018-04-27
14115,Unforgettable,French Montana,,2223062,2018-04-27
14116,Youngblood,5 Seconds of Summer,,2217337,2018-04-27
14117,Bickenhead,Cardi B,,2186184,2018-04-27
14118,Sky Walker ,Miguel,Travis Scott,2182918,2018-04-27
14119,Let You Down,NF,,2173028,2018-04-27
14120,New Rules,Dua Lipa,,2165803,2018-04-27
14121,Lemon - Drake Remix,N.E.R.D,,2140601,2018-04-27
14122,I Get The Bag ,Gucci Mane,Migos,2113568,2018-04-27
14123,These Days ,Rudimental,"Jess Glynne, Macklemore, Dan Caplen",2066229,2018-04-27
14124,Te Boté - Remix,Nio Garcia,,2037245,2018-04-27
14125,Perfect,Ed Sheeran,,2032881,2018-04-27
14126,2002,Anne-Marie,,2032121,2018-04-27
14127,Thunder,Imagine Dragons,,2026046,2018-04-27
14128,Let Me Go ,"Hailee Steinfeld, Alesso, Florida Georgia Line, watt, Alesso, Florida Georgia Line, watt",,2010695,2018-04-27
14129,Hurt You,The Weeknd,,1998595,2018-04-27
14130,Silence,Marshmello,,1974992,2018-04-27
14131,The Nights,Avicii,,1973199,2018-04-27
14132,Thru Your Phone,Cardi B,,1920806,2018-04-27
14133,DNA.,Kendrick Lamar,,1907719,2018-04-27
14134,Narcos,Migos,,1898679,2018-04-27
14135,Paramedic!,SOB X RBE,,1897571,2018-04-27
14136,Babe ,Sugarland,Taylor Swift,1890374,2018-04-27
14137,Go Flex,Post Malone,,1888337,2018-04-27
14138,Codeine Dreaming ,Kodak Black,Lil Wayne,1886208,2018-04-27
14139,Everybody Dies In Their Nightmares,XXXTENTACION,,1882382,2018-04-27
14140,Chasing Fire,Lauv,,1869945,2018-04-27
14141,420 Freestyle,Wiz Khalifa,,1862236,2018-04-27
14142,The Way Life Goes ,Lil Uzi Vert,Oh Wonder,1860698,2018-04-27
14143,Bad Company ,A$AP Rocky,BlocBoy JB,1855854,2018-04-27
14144,Wanted You ,NAV,Lil Uzi Vert,1845554,2018-04-27
14145,All Girls Are The Same,Juice WRLD,,1844597,2018-04-27
14146,the remedy for a broken heart (why am I so in love),XXXTENTACION,,1841624,2018-04-27
14147,Sorry Not Sorry,Demi Lovato,,1832310,2018-04-27
14148,Rubbin Off The Paint,YBN Nahmir,,1821024,2018-04-27
14149,Believer,Imagine Dragons,,1808997,2018-04-27
14150,X ,"ScHoolboy Q, 2 Chainz, Saudi, 2 Chainz, Saudi",,1803649,2018-04-27
14151,Drowning ,A Boogie Wit da Hoodie,Kodak Black,1796535,2018-04-27
14152,I Was Never There,The Weeknd,,1773918,2018-04-27
14153,Redbone,Childish Gambino,,1728761,2018-04-27
14154,White Iverson,Post Malone,,1721218,2018-04-27
14155,Body Like A Back Road,Sam Hunt,,1718894,2018-04-27
14156,Money Bag,Cardi B,,1715357,2018-04-27
14157,Shape of You,Ed Sheeran,,1714719,2018-04-27
14158,Aries (YuGo) ,Mike WiLL Made-It,"Pharrell, Station Wagon P",1709982,2018-04-27
14159,Passionfruit,Drake,,1702597,2018-04-27
14160,Singles You Up,Jordan Davis,,1697801,2018-04-27
14161,Yours,Russell Dickerson,,1695716,2018-04-27
14162,She Bad,Cardi B,,1689525,2018-04-27
14163,Get Up 10,Cardi B,,1686865,2018-04-27
14164,Privilege,The Weeknd,,1685747,2018-04-27
14165,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,,1685194,2018-04-27
14166,I Like Me Better,Lauv,,1670468,2018-04-27
14167,Who Run It (Remix) [Feat. Lil Uzi Vert],G Herbo,,1656573,2018-04-27
14168,Love Galore ,SZA,Travis Scott,1647797,2018-04-27
14169,Mad Love,Sean Paul,,1646697,2018-04-27
14170,Anybody ,Young Thug,Nicki Minaj,1643443,2018-04-27
14171,Losin Control,Russ,,1641938,2018-04-27
14172,Rewrite The Stars,Zac Efron,,1641897,2018-04-27
14173,It's A Vibe,2 Chainz,,1630266,2018-04-27
14174,Wolves,Selena Gomez,,1625863,2018-04-27
14175,Wet Dreamz,J. Cole,,1616507,2018-04-27
14176,This Is Me,Keala Settle,,1609583,2018-04-27
14177,Dura,Daddy Yankee,,1601140,2018-04-27
14178,BILLY,6ix9ine,,1595209,2018-04-27
14179,When It Rains It Pours,Luke Combs,,1590147,2018-04-27
14180,Him & I ,"G-Eazy, Halsey, Halsey",,1589264,2018-04-27
14181,Home With You,Madison Beer,,1578414,2018-04-27
14182,Feel It Still,Portugal. The Man,,1573704,2018-04-27
14183,Too Good At Goodbyes,Sam Smith,,1572905,2018-04-27
14184,Take Back Home Girl (Feat. Tori Kelly),Chris Lane,,1566652,2018-04-27
14185,One Dance,Drake,,1559525,2018-04-27
14186,"1, 2, 3 ",Sofia Reyes,"Jason Derulo, De La Ghetto",1553707,2018-04-27
14187,Flames,David Guetta,,1550103,2018-04-27
14188,Unforgettable,Thomas Rhett,,1508316,2018-04-27
14189,123,Smokepurpp,,1503785,2018-04-27
14190,What Ifs,Kane Brown,,1500917,2018-04-27
14191,Bad At Love,Halsey,,1500328,2018-04-27
14192,Slippery ,Migos,Gucci Mane,1498534,2018-04-27
14193,GUMMO,6ix9ine,,1492775,2018-04-27
14194,Whatever It Takes,Imagine Dragons,,1490066,2018-04-27
14195,Written in the Sand,Old Dominion,,1484517,2018-04-27
14196,Say You Won't Let Go,James Arthur,,1483718,2018-04-27
14197,Lost In Japan,Shawn Mendes,,1478789,2018-04-27
14198,Gucci Gang,Lil Pump,,1477770,2018-04-27
14199,SAD!,XXXTENTACION,,14323051,2018-06-22
14200,Lucid Dreams,Juice WRLD,,13826203,2018-06-22
14201,Moonlight,XXXTENTACION,,9913616,2018-06-22
14202,Jocelyn Flores,XXXTENTACION,,9353667,2018-06-22
14203,Better Now,Post Malone,,9164509,2018-06-22
14204,Yes Indeed,Lil Baby,,8898501,2018-06-22
14205,I Like It,Cardi B,,8871680,2018-06-22
14206,Nice For What,Drake,,8289953,2018-06-22
14207,Girls Like You ,Maroon 5,Cardi B,8249091,2018-06-22
14208,All Mine,Kanye West,,7822920,2018-06-22
14209,I'm Upset,Drake,,7820080,2018-06-22
14210,changes,XXXTENTACION,,7554622,2018-06-22
14211,Fuck Love ,XXXTENTACION,Trippie Redd,7224825,2018-06-22
14212,Taste ,Tyga,Offset,6941837,2018-06-22
14213,Psycho ,Post Malone,Ty Dolla $ign,6908834,2018-06-22
14214,God's Plan,Drake,,6163837,2018-06-22
14215,Youngblood,5 Seconds of Summer,,6162302,2018-06-22
14216,Look Alive ,BlocBoy JB,Drake,5958638,2018-06-22
14217,Everybody Dies In Their Nightmares,XXXTENTACION,,5887270,2018-06-22
14218,All Girls Are The Same,Juice WRLD,,5665988,2018-06-22
14219,Back To You,Selena Gomez,,5507010,2018-06-22
14220,the remedy for a broken heart (why am I so in love),XXXTENTACION,,5477411,2018-06-22
14221,no tears left to cry,Ariana Grande,,5175431,2018-06-22
14222,lovely ,"Billie Eilish, Khalid, Khalid",,5083158,2018-06-22
14223,Reborn,KIDS SEE GHOSTS,,4935149,2018-06-22
14224,rockstar ,Post Malone,21 Savage,4913727,2018-06-22
14225,Bed ,Nicki Minaj,Ariana Grande,4861958,2018-06-22
14226,Bigger Than You ,2 Chainz,"Drake, Quavo",4819196,2018-06-22
14227,This Is America,Childish Gambino,,4749308,2018-06-22
14228,Praise The Lord (Da Shine) ,A$AP Rocky,Skepta,4688052,2018-06-22
14229,Jackie Chan,Tiësto,,4597795,2018-06-22
14230,Ocean ,Martin Garrix,Khalid,4549701,2018-06-22
14231,Plug Walk,Rich The Kid,,4384290,2018-06-22
14232,Ball For Me ,Post Malone,Nicki Minaj,4274821,2018-06-22
14233,Hope,XXXTENTACION,,4253943,2018-06-22
14234,Ric Flair Drip (& Metro Boomin),Offset,,4127705,2018-06-22
14235,Yikes,Kanye West,,4108459,2018-06-22
14236,NUMB,XXXTENTACION,,3963987,2018-06-22
14237,Walk It Talk It,Migos,,3899463,2018-06-22
14238,I Fall Apart,Post Malone,,3795806,2018-06-22
14239,OTW,Khalid,,3680793,2018-06-22
14240,Powerglide ,Rae Sremmurd,Juicy J,3680780,2018-06-22
14241,Meant to Be ,Bebe Rexha,Florida Georgia Line,3639714,2018-06-22
14242,One Kiss ,"Calvin Harris, Dua Lipa, Dua Lipa",,3608904,2018-06-22
14243,JAPAN,Famous Dex,,3545289,2018-06-22
14244,Playinwitme ,KYLE,Kehlani,3535418,2018-06-22
14245,Love Lies ,"Khalid, Normani, Normani",,3493731,2018-06-22
14246,Te Boté - Remix,Nio Garcia,,3460211,2018-06-22
14247,Candy Paint,Post Malone,,3422801,2018-06-22
14248,Mine,Bazzi,,3334032,2018-06-22
14249,Solo ,Clean Bandit,Demi Lovato,3303633,2018-06-22
14250,Look At Me!,XXXTENTACION,,3276705,2018-06-22
14251,Shoota ,Playboi Carti,Lil Uzi Vert,3223515,2018-06-22
14252,Ghost Town,Kanye West,,3179070,2018-06-22
14253,Roll In Peace ,Kodak Black,XXXTENTACION,3155951,2018-06-22
14254,Spoil My Night ,Post Malone,Swae Lee,3138933,2018-06-22
14255,Paranoid,Post Malone,,3113045,2018-06-22
14256,Revenge,XXXTENTACION,,3083836,2018-06-22
14257,Simple,Florida Georgia Line,,3003046,2018-06-22
14258,Carry On,XXXTENTACION,,2979234,2018-06-22
14259,Rich & Sad,Post Malone,,2953807,2018-06-22
14260,Call Out My Name,The Weeknd,,2947859,2018-06-22
14261,Champion ,NAV,Travis Scott,2929585,2018-06-22
14262,Stay,Post Malone,,2886746,2018-06-22
14263,Born To Be Yours,Kygo,,2845110,2018-06-22
14264,XO TOUR Llif3,Lil Uzi Vert,,2836334,2018-06-22
14265,Start Again ,OneRepublic,Logic,2774336,2018-06-22
14266,The Middle,Zedd,,2767354,2018-06-22
14267,New Light,John Mayer,,2753048,2018-06-22
14268,Freaky Friday ,Lil Dicky,Chris Brown,2715330,2018-06-22
14269,King's Dead ,"Jay Rock, Kendrick Lamar, Future, James Blake, Kendrick Lamar, Future, James Blake",,2714755,2018-06-22
14270,Boo'd Up,Ella Mai,,2709726,2018-06-22
14271,4th Dimension,KIDS SEE GHOSTS,,2650549,2018-06-22
14272,KOD,J. Cole,,2637204,2018-06-22
14273,Cops Shot The Kid,Nas,,2627129,2018-06-22
14274,All The Stars ,"Kendrick Lamar, SZA, SZA",,2589823,2018-06-22
14275,Watch ,Travis Scott,"Lil Uzi Vert, Kanye West",2563977,2018-06-22
14276,Congratulations,Post Malone,,2497965,2018-06-22
14277,I Don't Wanna Do This Anymore,XXXTENTACION,,2468437,2018-06-22
14278,Depression & Obsession,XXXTENTACION,,2464957,2018-06-22
14279,Stir Fry,Migos,,2454955,2018-06-22
14280,Dance To This ,Troye Sivan,Ariana Grande,2447346,2018-06-22
14281,Somebody,The Chainsmokers,,2442590,2018-06-22
14282,Feel The Love,KIDS SEE GHOSTS,,2425442,2018-06-22
14283,HUMBLE.,Kendrick Lamar,,2420272,2018-06-22
14284,Red Roses ,Lil Skies,Landon Cube,2391204,2018-06-22
14285,PICK IT UP ,Famous Dex,A$AP Rocky,2387784,2018-06-22
14286,Growing Pains,Alessia Cara,,2365104,2018-06-22
14287,92 Explorer,Post Malone,,2364871,2018-06-22
14288,TATI,6ix9ine,,2352904,2018-06-22
14289,Lust,Lil Skies,,2349046,2018-06-22
14290,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,,2335423,2018-06-22
14291,FRIENDS,Marshmello,,2284863,2018-06-22
14292,Not For Radio,Nas,,2252242,2018-06-22
14293,Be Careful,Cardi B,,2244530,2018-06-22
14294,Esskeetit,Lil Pump,,2243620,2018-06-22
14295,Over Now,Post Malone,,2242888,2018-06-22
14296,Heaven,Kane Brown,,2232452,2018-06-22
14297,FAKE LOVE,BTS,,2192173,2018-06-22
14298,In My Blood,Shawn Mendes,,2180418,2018-06-22
14299,X,Nicky Jam,,2175518,2018-06-22
14300,Havana ,Camila Cabello,Young Thug,2169547,2018-06-22
14301,Better Not ,Louis The Child,Wafia,2150765,2018-06-22
14302,Violent Crimes,Kanye West,,2150671,2018-06-22
14303,Life Goes On,Lil Baby,,2135595,2018-06-22
14304,Nowadays ,Lil Skies,Landon Cube,2131817,2018-06-22
14305,Tequila,Dan + Shay,,2130067,2018-06-22
